#Wave	#Intensity
395.898438	335.342529
394.595703	380.635834
393.292969	370.700195
391.988281	368.654205
390.685547	398.145294
389.380859	380.329590
388.076172	374.342377
386.771484	344.719604
385.466797	352.527924
384.162109	348.518890
382.855469	358.291901
381.550781	362.156189
380.244141	324.694214
378.937500	316.759003
377.630859	352.102112
376.324219	342.197876
375.017578	316.567535
373.710938	322.401306
372.402344	288.923401
371.095703	312.445953
369.787109	343.817719
368.478516	343.748352
367.169922	331.895721
365.861328	376.988892
364.552734	335.687988
363.242188	359.172516
361.933594	345.363953
360.623047	309.980042
359.312500	358.955048
358.001953	351.038116
356.691406	376.456451
355.380859	366.578857
354.068359	393.943634
352.757813	389.945007
351.445313	417.293976
350.132813	395.663574
348.822266	407.333618
347.507813	358.302795
346.195313	395.423645
344.882813	330.757813
343.568359	350.258423
342.255859	332.580383
340.941406	332.513092
339.626953	295.290100
338.312500	340.199188
336.998047	324.492126
335.683594	287.293304
334.367188	300.912994
333.052734	326.248657
331.736328	273.446472
330.419922	324.163696
329.103516	287.002472
327.787109	263.520294
326.470703	304.450623
325.154297	319.998596
323.835938	304.327209
322.519531	288.662140
321.201172	271.053375
319.882813	282.696167
318.564453	235.857239
317.246094	249.451248
315.925781	278.627258
314.607422	284.414856
313.287109	260.985321
311.966797	266.774109
310.648438	262.826202
309.328125	262.772858
308.005859	299.694824
306.685547	293.796906
305.365234	262.612762
304.042969	276.173584
302.720703	311.118256
301.400391	293.558167
300.078125	305.160706
298.755859	229.309814
297.431641	299.207886
296.109375	246.699188
294.785156	264.128052
293.462891	279.608124
292.138672	283.433868
290.814453	265.907806
289.490234	256.151001
288.166016	242.517853
286.839844	236.649231
285.515625	244.358459
284.189453	261.759308
282.863281	244.258926
281.537109	290.725189
280.210938	263.537140
278.884766	271.232941
277.558594	304.106384
276.230469	294.361450
274.904297	249.768982
273.576172	251.653854
272.248047	220.636063
270.919922	243.811172
269.591797	265.042175
268.263672	261.119659
266.933594	253.331085
265.605469	245.545654
264.275391	291.888397
262.945313	291.828796
261.615234	295.633698
260.285156	283.982208
258.955078	345.730835
257.623047	299.314697
256.292969	297.322876
254.960938	310.774017
253.628906	335.798920
252.296875	343.448212
250.964844	364.597992
249.632813	354.879974
248.300781	372.162079
246.966797	354.734802
245.632813	362.372284
244.300781	358.443878
242.966797	348.736908
241.632813	331.328583
240.296875	331.260742
238.962891	367.778198
237.628906	311.873657
236.292969	315.659271
234.957031	309.821533
233.621094	288.594452
232.285156	294.306030
230.949219	307.707947
229.613281	307.644867
228.275391	317.193726
226.937500	344.036560
225.601563	324.750031
224.263672	328.525848
222.925781	341.904114
221.587891	361.038116
220.248047	395.524414
218.910156	410.800262
217.570313	374.250488
216.230469	397.199707
214.892578	354.912354
213.552734	404.708801
212.210938	375.860809
210.871094	370.031799
209.531250	345.036469
208.189453	341.132599
206.847656	310.405182
205.505859	342.908051
204.164063	312.192871
202.822266	300.639252
201.480469	306.320953
200.136719	304.343811
198.794922	344.469269
197.451172	286.998657
196.107422	292.678375
194.763672	288.793060
193.419922	305.942902
192.076172	351.761871
190.730469	305.816895
189.386719	309.575836
188.041016	317.154327
186.695313	334.280548
185.349609	336.121429
184.003906	326.505188
182.658203	316.892914
181.310547	303.467377
179.964844	303.404785
178.617188	293.803162
177.269531	288.020294
175.921875	282.239777
174.574219	265.021851
173.226563	316.435577
171.876953	253.477386
170.529297	280.101379
169.179688	264.803070
167.830078	291.413666
166.480469	274.215027
165.130859	245.600204
163.781250	232.225067
162.429688	277.851257
161.080078	273.988434
159.728516	277.736389
158.376953	292.894226
157.025391	313.750336
155.673828	309.883209
154.322266	317.421997
152.970703	324.957672
151.617188	321.090546
150.263672	321.024078
148.910156	301.966034
147.556641	343.676300
146.203125	385.369293
144.849609	390.983398
143.496094	398.492737
142.140625	352.877594
140.785156	349.010864
139.429688	314.803223
138.074219	299.569855
136.718750	303.298981
135.363281	327.874023
134.007813	312.647339
132.650391	331.526886
131.292969	375.021149
129.935547	391.986206
128.578125	401.371124
127.220703	425.895081
125.863281	435.269012
124.503906	473.020233
123.146484	495.622223
121.787109	482.280212
120.427734	444.361938
119.068359	516.108948
117.708984	567.034790
116.349609	672.741394
114.988281	653.708191
113.628906	644.127563
112.267578	642.105042
110.906250	689.175232
109.544922	694.695129
108.183594	634.154846
106.820313	541.561157
105.458984	439.573120
104.095703	437.595398
102.734375	416.760529
101.371094	354.455475
100.007813	337.416534
98.642578	343.000061
97.279297	341.044373
95.916016	352.276245
94.550781	325.834686
93.185547	399.205475
91.820313	359.586548
90.455078	363.276031
89.089844	299.216797
87.724609	355.598572
86.357422	406.313538
84.990234	455.126617
83.625000	498.278412
82.257813	460.576294
80.890625	452.962036
79.521484	420.922424
78.154297	373.866333
76.785156	435.773193
75.417969	390.611542
74.048828	367.999298
72.679688	424.237000
71.310547	444.792664
69.941406	435.317780
68.570313	463.366364
67.201172	403.250702
65.830078	341.284973
64.458984	324.340332
63.087891	271.789032
61.716797	320.456512
60.345703	279.169708
58.972656	303.463196
